Time;Amplitude
218.78498840;2.90196085
218.78910828;2.39215684
218.78910828;1.62745094
218.79325867;0.64705884
218.79739380;0.94117647
218.80137634;1.76470590
218.80137634;2.88235283
218.80549622;3.21568632
218.80963135;2.31372547
218.81376648;1.41176474
218.81376648;0.58823532
218.81776428;0.86274511
218.82186890;1.98039210
218.82186890;3.07843137
218.82598877;3.05882359
218.83013916;2.09803915
218.83425903;1.19607842
218.83425903;0.72549021
218.83837891;1.64705884
218.84240723;2.82352948
218.84652710;3.39215684
218.84652710;2.70588231
218.85072327;1.76470590
218.85467529;0.92156863
218.85870361;1.07843137
218.85870361;2.09803915
218.86282349;3.07843137
218.86700439;3.35294127
218.86700439;2.49019599
218.87100220;1.52941179
218.87512207;0.70588237
218.87925720;1.11764705
218.87925720;2.05882359
218.88333130;3.01960778
218.88735962;3.09803915
218.89147949;2.19607854
218.89147949;1.21568632
218.89559937;0.74509805
218.89974976;1.78431368
218.90386963;2.76470590
218.90386963;3.33333325
218.90785217;2.84313726
218.91198730;1.80392158
218.91198730;0.88235295
218.91610718;1.00000000
218.92027283;1.88235295
218.92437744;2.90196085
218.92437744;3.45098042
218.92835999;2.62745094
218.93249512;1.52941179
218.93664551;0.82352942
218.93664551;1.43137252
218.94062805;2.60784316
218.94474792;3.43137264
218.94889832;3.33333325
218.94889832;2.29411769
218.95301819;1.31372547
218.95715332;0.96078432
218.95715332;1.84313726
218.96113586;2.74509811
218.96537781;3.54901958
218.96937561;2.94117641
218.96937561;1.88235295
218.97352600;1.03921568
218.97760010;1.15686274
218.98158264;2.33333325
218.98158264;3.37254906
218.98574829;3.96078420
218.98983765;3.07843137
218.99400330;1.47058821
218.99400330;0.84313726
218.99798584;1.64705884
219.00212097;2.66666675
219.00212097;3.68627453
219.00625610;3.39215684
219.01034546;2.43137264
219.01446533;1.66666663
219.01446533;1.25490201
219.01846313;2.07843137
219.02261353;3.17647052
219.02674866;3.78431368
219.02674866;3.09803915
219.03086853;2.17647052
219.03485107;1.25490201
219.03894043;2.17647052
219.04310608;3.29411769
219.04728699;3.68627453
219.04728699;2.80392146
219.05139160;1.96078432
219.05538940;1.07843137
219.05949402;1.60784316
219.05949402;2.43137264
219.06361389;3.58823538
219.06764221;3.82352948
219.07177734;3.66666675
219.07177734;3.64705873
219.07588196;4.05882359
219.08001709;5.00000000
219.08413696;4.98039198
219.08813477;4.94117641
219.09239197;3.80392146
219.09239197;2.11764717
219.09638977;1.41176474
219.10052490;1.76470590
219.10458374;2.80392146
219.10458374;3.11764717
219.10856628;2.37254906
219.11277771;1.45098042
219.11682129;0.82352942
219.11682129;1.17647064
219.12101746;2.17647052
219.12501526;3.19607854
219.12911987;2.11764717
